Date,Customer ID,Order ID,Order Amount,Marketing Campaign,Product Launch,City,Payment Method,Customer Segment,Sales Representative,Discount Applied
2021-04-01 18:56:46,64022596,10,301.46,Email Promo,No,Philadelphia,Credit Card,New Customer,Donna Brooks,No
2020-10-12 22:19:57,3696008,556182,142.26,Holiday Campaign,Yes,Philadelphia,PayPal,Loyal Customer,James Brown,No
2020-08-12 02:49:16,642502660,5100,105.417,Email Promo,Yes,San Jose,PayPal,Regular Customer,Margaret Young,No
2023-10-01 20:12:56,875948980,491,1284.47,Holiday Campaign,Yes,Memphis,Credit Card,New Customer,Karen Lewis,No
2023-11-13 23:02:40,414009907,182428,2288.748,Referral,Yes,Louisville,Credit Card,New Customer,Ashley Perez,No
2021-04-13 18:25:16,46,2,359.09,Email Promo,No,New York,PayPal,High-Value Customer,Michael Wilson,No
2020-01-17 20:44:28,2381820,68069163,1699.524,Holiday Campaign,Yes,Las Vegas,Cash,High-Value Customer,Richard White,No
2022-09-16 09:34:04,6828853,987896203,1863.1,Summer Sale,Yes,Seattle,Cash,Loyal Customer,David Hall,No
2021-07-10 13:25:17,6,408657,657.24,Email Promo,Yes,Houston,Cash,New Customer,Donna Brooks,No
2021-10-03 13:54:32,7265178,86209,258.95,Holiday Campaign,Yes,Columbus,Credit Card,Loyal Customer,Margaret Young,No
2022-11-06 10:44:25,87,347588647,640.1159999999999,Referral,Yes,Columbus,Cash,High-Value Customer,Donna Brooks,No
2020-03-14 13:48:11,49,6179,1531.4,Summer Sale,No,Seattle,Cash,Loyal Customer,Susan Harris,No
2022-10-21 12:56:51,85,6565736,1224.4,Summer Sale,Yes,Nashville,Credit Card,New Customer,George Harris,No
2021-08-09 13:51:42,7725,373,226.19,Summer Sale,Yes,Baltimore,PayPal,New Customer,Jessica Jackson,No
2023-02-26 01:34:13,6364409,1,750.2652,Email Promo,Yes,Boston,Credit Card,Regular Customer,Charles Anderson,No
2022-12-18 05:43:59,93815,5390991,717.9599999999999,Referral,No,Jacksonville,PayPal,Loyal Customer,David Hall,No
2023-03-05 01:46:29,62694379,429,916.21,Holiday Campaign,No,Denver,PayPal,New Customer,Carol Hall,No
2023-08-14 05:50:36,18677,349090438,1126.36,Summer Sale,Yes,Houston,Cash,Regular Customer,Susan Harris,No
2021-05-07 06:38:40,57474797,177054,170.39,Referral,Yes,Seattle,Cash,New Customer,John Smith,No
2022-11-30 07:11:18,878,90657,1276.428,Referral,No,Memphis,Credit Card,Loyal Customer,Robert Lee,No
2023-07-11 07:42:05,7,112814,1414.62,Referral,No,San Jose,Credit Card,High-Value Customer,Karen Lewis,No
2020-03-27 14:00:16,277766666,6417,1016.469,Holiday Campaign,Yes,Austin,Credit Card,High-Value Customer,Mary Johnson,No
2020-06-18 22:45:05,630054,37429989,1575.53,Referral,No,Memphis,Credit Card,New Customer,James Brown,No
2023-05-03 22:07:06,8792,280338,804.23,Email Promo,Yes,San Diego,PayPal,Loyal Customer,Donna Brooks,No
2020-06-23 09:01:55,42112275,66637,1577.232,Referral,No,Las Vegas,Cash,Regular Customer,David Hall,No
2022-01-17 01:19:21,8,3571141,1867.68,Summer Sale,Yes,Memphis,PayPal,New Customer,Paul Rodriguez,No
2022-05-27 14:26:25,304,347101110,736.24,Holiday Campaign,No,San Francisco,PayPal,High-Value Customer,Thomas Turner,No
2022-06-04 08:55:08,15190,464007,1103.679,Referral,Yes,Memphis,Cash,High-Value Customer,Jessica Jackson,No
2022-05-04 11:06:39,944,642862,926.415,Referral,No,Charlotte,Credit Card,Regular Customer,Jennifer Jones,No
2022-11-12 22:33:22,57298,844933175,1899.7199999999998,Referral,Yes,Las Vegas,PayPal,Regular Customer,Richard White,No
2022-03-08 18:05:51,7941446,7954,1911.06,Summer Sale,Yes,Louisville,Cash,Loyal Customer,Michael Wilson,No
2020-11-30 09:12:07,924,286,798.696,Email Promo,Yes,Louisville,Cash,New Customer,Betty Martinez,No
2021-04-16 20:10:53,8055056,3793012,1250.15,Referral,No,Philadelphia,Credit Card,New Customer,Daniel Scott,No
2023-02-28 07:02:41,709,768,1709.676,Email Promo,No,Indianapolis,PayPal,High-Value Customer,William Taylor,No
2023-11-29 21:10:08,350239,3699,1364.532,Summer Sale,Yes,New York,PayPal,New Customer,David Hall,No
2022-11-01 02:31:55,93294,305595,2065.536,Referral,Yes,San Jose,PayPal,New Customer,Charles Anderson,No
2022-07-16 21:17:12,16423,54082251,52.24,Summer Sale,No,San Antonio,Cash,New Customer,Margaret Young,Yes
2023-02-21 16:45:20,939887,75984,106.6824,Referral,No,Detroit,Cash,Loyal Customer,Daniel Scott,No
2021-12-23 05:50:08,6885,261,1717.404,Email Promo,Yes,Oklahoma City,Cash,High-Value Customer,Patricia Miller,No
2022-06-21 07:59:55,25535540,1866,84.83,Summer Sale,Yes,Washington,Cash,Loyal Customer,Joseph Martin,Yes
2022-01-25 20:40:38,36,855999830,1700.4479999999999,Email Promo,Yes,Indianapolis,Cash,New Customer,Mark Walker,No
2023-08-28 05:44:25,3692,5794,1646.79,Holiday Campaign,No,Austin,PayPal,New Customer,Mary Johnson,No
2023-12-11 08:30:51,83935,115167,983.8439999999999,Holiday Campaign,Yes,Memphis,PayPal,High-Value Customer,Patricia Miller,No
2023-04-01 22:55:11,9784,55143172,1567.28,Referral,Yes,Nashville,Credit Card,Regular Customer,Lisa Garcia,No
2023-11-02 21:45:41,95001610,33589,594.168,Summer Sale,Yes,Fort Worth,Credit Card,New Customer,William Taylor,No
2020-05-28 23:02:08,32832865,616392,1918.22,Holiday Campaign,No,Indianapolis,Cash,High-Value Customer,Richard White,No
2020-09-03 11:38:32,78064,2904,1301.71,Holiday Campaign,No,Philadelphia,Cash,New Customer,Donna Brooks,No
2020-01-18 19:13:18,81848,1149778,671.544,Holiday Campaign,Yes,Denver,PayPal,Regular Customer,Steven Wright,No
2022-08-04 05:22:43,574,222,1806.28,Holiday Campaign,No,Austin,Cash,Regular Customer,Robert Lee,No
2022-04-13 06:18:19,2899,141933,323.64,Summer Sale,No,Memphis,PayPal,Regular Customer,Patricia Miller,No
2022-02-03 04:40:15,330047,7074,1962.7272,Holiday Campaign,No,Las Vegas,PayPal,Loyal Customer,Karen Lewis,No
2023-12-03 20:48:56,55716,69896,117.11999999999999,Summer Sale,No,Baltimore,Credit Card,High-Value Customer,Sandra Adams,No
2023-06-13 05:10:25,584,49672,714.71,Summer Sale,No,Columbus,PayPal,High-Value Customer,Patricia Miller,No
2020-07-25 14:01:20,1725,262942,335.05199999999996,Summer Sale,No,Indianapolis,PayPal,High-Value Customer,William Taylor,No
2023-10-15 12:39:20,67021,5253899,1225.8899999999999,Holiday Campaign,Yes,Nashville,PayPal,Regular Customer,Mary Johnson,No
2021-03-07 14:25:02,170655,3195,1013.52,Email Promo,No,Indianapolis,PayPal,New Customer,Ashley Perez,No
2020-05-18 03:25:08,3072555,1913,559.68,Email Promo,Yes,San Jose,Cash,Regular Customer,David Hall,No
2020-08-08 07:38:10,6935,96831686,1785.99,Summer Sale,Yes,Denver,PayPal,Regular Customer,Brian Mitchell,No
2022-05-28 13:08:55,8879,115,1998.41,Referral,No,Las Vegas,PayPal,Regular Customer,George Harris,No
2022-09-21 09:54:49,4492170,17842,513.1,Email Promo,Yes,Charlotte,PayPal,Loyal Customer,Elizabeth Davis,No
2023-04-12 06:46:03,49326837,305443,105.42,Holiday Campaign,Yes,Washington,PayPal,Loyal Customer,Charles Anderson,No
2021-08-20 13:11:10,792690,195,290.30400000000003,Summer Sale,Yes,San Jose,Credit Card,Regular Customer,Linda Clark,No
2020-10-25 17:16:18,51552,798902631,924.73,Referral,No,Louisville,Credit Card,New Customer,Mark Walker,No
2023-11-12 23:19:31,78103305,649,2366.2439999999997,Holiday Campaign,No,Baltimore,PayPal,Regular Customer,Carol Hall,No
2021-04-04 06:33:36,26,1506,1195.8390000000002,Summer Sale,Yes,Austin,PayPal,High-Value Customer,Edward Torres,No
2022-10-06 04:57:02,844990115,9253,593.38,Summer Sale,Yes,Austin,PayPal,Regular Customer,Steven Wright,No
2023-01-29 08:36:35,854131,643,952.608,Holiday Campaign,Yes,Chicago,Cash,New Customer,Daniel Scott,No
2022-01-18 13:51:17,145,4024,125.55599999999998,Referral,Yes,San Jose,Cash,High-Value Customer,Joseph Martin,No
2020-12-18 16:11:21,461406,2669,68.616,Email Promo,Yes,San Jose,Cash,Regular Customer,James Brown,Yes
2023-01-13 05:35:37,981180266,74604,799.5840000000001,Email Promo,No,San Antonio,Cash,New Customer,Margaret Young,No
2023-08-24 23:52:16,8626676,603,136.84,Holiday Campaign,Yes,Charlotte,Cash,Regular Customer,Margaret Young,No
2020-12-03 18:27:07,209155,875837077,789.948,Holiday Campaign,Yes,San Jose,Cash,New Customer,Sandra Adams,No
2023-09-23 00:42:32,897041019,943787,542.27,Referral,No,Washington,Cash,New Customer,Dorothy King,No
2023-04-19 20:38:29,37175991,6360365,1266.6,Email Promo,No,San Francisco,PayPal,New Customer,Margaret Young,No
2021-08-15 22:49:09,5007,18776,158.481,Referral,Yes,Chicago,Credit Card,Loyal Customer,Daniel Scott,No
2022-08-18 20:50:07,5772,51655927,738.12,Email Promo,No,Dallas,Credit Card,New Customer,John Smith,No
2021-08-10 00:17:06,44640324,469145,1074.14,Email Promo,Yes,Las Vegas,Cash,Loyal Customer,David Hall,No
2020-12-24 19:55:05,519485,9845,1586.088,Email Promo,Yes,Indianapolis,Credit Card,New Customer,Richard White,No
2021-07-15 09:57:41,6807996,694906,656.5,Summer Sale,Yes,Jacksonville,Credit Card,High-Value Customer,Paul Rodriguez,No
2021-11-04 21:53:04,86,9971,1673.7839999999999,Referral,Yes,San Francisco,Credit Card,Regular Customer,Mary Johnson,No
2021-07-10 19:52:11,70153116,18,306.22,Holiday Campaign,Yes,Nashville,Credit Card,High-Value Customer,Nancy Moore,No
2021-01-25 07:22:27,766115,402,1957.524,Holiday Campaign,Yes,Seattle,Cash,High-Value Customer,Dorothy King,No
2021-10-09 06:39:56,20432280,402091,1474.6,Holiday Campaign,No,Memphis,PayPal,Regular Customer,Karen Lewis,No
2022-09-24 09:32:39,16574,18544791,1441.368,Email Promo,Yes,Philadelphia,Cash,Loyal Customer,Robert Lee,No
2022-04-30 06:47:23,52097394,9051,1170.2,Referral,Yes,Jacksonville,Credit Card,Regular Customer,Thomas Turner,No
2023-12-17 08:25:44,216,18896,2094.606,Referral,No,Jacksonville,Cash,Regular Customer,Richard White,No
2021-01-03 21:36:02,9350953,9204192,1053.27,Summer Sale,Yes,Las Vegas,PayPal,Loyal Customer,David Hall,No
2023-06-27 09:26:01,6518836,60,1618.93,Summer Sale,Yes,Portland,Cash,New Customer,Jessica Jackson,No
2021-03-31 17:42:41,6799827,476919635,1708.47,Referral,Yes,Dallas,PayPal,High-Value Customer,Kenneth Nelson,No
2021-09-14 01:29:34,3878382,43,1456.77,Email Promo,Yes,Denver,PayPal,New Customer,Mary Johnson,No
2022-12-29 23:11:20,756,9414256,2263.716,Referral,Yes,Las Vegas,PayPal,Regular Customer,Mary Johnson,No
2021-07-23 19:22:14,452,879,1865.95,Summer Sale,No,Indianapolis,Credit Card,High-Value Customer,Jessica Jackson,No
2021-04-06 00:41:58,2043774,708,1343.394,Summer Sale,No,Philadelphia,Cash,New Customer,George Harris,No
2020-10-07 12:17:55,3132539,1772271,1954.64,Email Promo,No,Oklahoma City,Cash,New Customer,Steven Wright,No
2022-01-11 15:56:26,819,85539565,1961.8199999999997,Referral,No,Washington,Credit Card,High-Value Customer,Jennifer Jones,No
2023-04-04 21:56:32,84486,27474,557.739,Email Promo,No,San Antonio,Cash,Loyal Customer,John Smith,No
2022-07-16 17:37:03,15,992732861,605.95,Summer Sale,No,Fort Worth,Cash,Loyal Customer,Michael Wilson,No
2021-10-17 18:28:50,23421,55906,1934.58,Referral,No,Baltimore,PayPal,Regular Customer,Elizabeth Davis,No
2022-12-09 19:20:39,22,6553,647.784,Referral,No,San Jose,Cash,Loyal Customer,Robert Lee,No
2023-05-20 22:46:32,9237889,784479,480.65,Referral,Yes,Phoenix,Credit Card,High-Value Customer,Robert Lee,No
2022-07-16 23:22:54,512071177,4350274,506.29,Summer Sale,No,Jacksonville,Cash,Loyal Customer,Margaret Young,No
2021-05-24 01:31:54,91959743,92,861.26,Summer Sale,Yes,Portland,Cash,Loyal Customer,Ashley Perez,No
2020-08-30 08:24:53,25746740,3351505,660.069,Referral,No,Columbus,Credit Card,High-Value Customer,Donna Brooks,No
2022-09-08 21:01:08,8072557,60460815,225.68,Summer Sale,Yes,San Jose,Credit Card,High-Value Customer,Mary Johnson,No
2021-05-25 06:56:33,80,764805,224.55,Referral,No,Austin,Cash,Regular Customer,Jennifer Jones,No
2020-02-01 22:37:42,17333,9961211,1389.876,Summer Sale,Yes,Fort Worth,PayPal,Regular Customer,Sandra Adams,No
2023-01-04 00:09:26,283765243,46454,1489.812,Email Promo,Yes,Oklahoma City,Credit Card,High-Value Customer,Brian Mitchell,No
2022-09-11 16:13:54,7618,896,863.93,Holiday Campaign,No,Jacksonville,Credit Card,Loyal Customer,Patricia Miller,No
2023-05-05 16:02:37,34066,23,1213.2,Holiday Campaign,No,Oklahoma City,Cash,Loyal Customer,Mark Walker,No
2023-11-18 04:55:06,572712,787,985.704,Referral,Yes,Houston,PayPal,High-Value Customer,Dorothy King,No
2021-05-04 00:17:20,892493,3351034,484.16400000000004,Summer Sale,No,Seattle,Credit Card,Loyal Customer,Betty Martinez,No
2023-07-30 10:00:20,791732,458994763,1594.37,Referral,Yes,Chicago,Cash,New Customer,Dorothy King,No
2023-03-10 13:22:03,567240915,230532396,1712.48,Holiday Campaign,No,Milwaukee,Credit Card,New Customer,Karen Lewis,No
2023-06-17 00:16:35,8653897,398,1380.28,Email Promo,Yes,Detroit,PayPal,Regular Customer,Robert Lee,No
2022-11-08 06:36:49,11371523,252531228,1609.752,Email Promo,No,Washington,PayPal,Regular Customer,Daniel Scott,No
2021-02-09 00:57:06,11875,19455,284.796,Email Promo,Yes,Austin,Cash,High-Value Customer,Steven Wright,No
2022-01-17 21:53:09,56118129,5880,1017.396,Email Promo,No,Austin,Cash,New Customer,Paul Rodriguez,No
2020-12-30 11:32:14,0,68776578,1423.0199999999998,Email Promo,Yes,Boston,Cash,New Customer,Patricia Miller,No
2021-10-09 05:24:09,2399018,7335284,308.66,Email Promo,No,San Diego,Cash,Loyal Customer,Lisa Garcia,No
2020-07-24 15:14:26,211894491,547741,884.29,Holiday Campaign,No,Dallas,PayPal,New Customer,Robert Lee,No
2023-01-20 02:11:05,16,84313,1233.684,Summer Sale,No,Fort Worth,Credit Card,Regular Customer,Charles Anderson,No
2021-07-30 01:28:12,91688068,380008940,701.48,Holiday Campaign,No,Seattle,Credit Card,Regular Customer,Margaret Young,No
2021-03-30 00:10:36,334263167,77489,824.69,Holiday Campaign,No,Memphis,Credit Card,Regular Customer,Edward Torres,No
2023-11-07 17:13:59,40756,158,117.02399999999999,Summer Sale,Yes,Charlotte,Cash,Regular Customer,Karen Lewis,No
2021-07-06 15:25:48,55459111,7393672,788.35,Email Promo,No,San Francisco,Credit Card,High-Value Customer,Steven Wright,No
2022-10-27 16:46:55,65288,56434637,571.69,Summer Sale,Yes,Austin,Cash,High-Value Customer,Carol Hall,No
2023-09-23 01:15:23,8706561,662411046,1463.58,Summer Sale,No,Oklahoma City,Credit Card,New Customer,Susan Harris,No
2020-12-21 21:28:43,4180,9991,1860.5916000000002,Holiday Campaign,No,Columbus,Cash,High-Value Customer,Steven Wright,No
2020-01-19 13:03:47,685024856,59610,1235.4552,Holiday Campaign,Yes,Chicago,Cash,New Customer,Carol Hall,No
2022-01-14 22:31:59,77331430,827722286,1273.416,Referral,Yes,Portland,Credit Card,Regular Customer,Ashley Perez,No
2021-02-13 05:30:57,632,73,1008.2280000000001,Holiday Campaign,No,Milwaukee,PayPal,Loyal Customer,John Smith,No
2021-05-02 01:04:48,663085536,597895,962.54,Email Promo,Yes,Phoenix,PayPal,High-Value Customer,Lisa Garcia,No
2020-02-25 20:20:46,2201,6923,1891.1999999999998,Summer Sale,No,Houston,Credit Card,New Customer,Carol Hall,No
2021-12-03 11:39:47,43800,93236925,574.728,Holiday Campaign,No,Detroit,PayPal,High-Value Customer,Brian Mitchell,No
2023-09-25 07:01:16,70221157,79456408,673.25,Summer Sale,Yes,Portland,Credit Card,High-Value Customer,William Taylor,No
2022-12-06 00:47:43,636,32189,2292.756,Holiday Campaign,No,San Francisco,Credit Card,Loyal Customer,Joseph Martin,No
2023-12-22 03:52:14,944617,686286,1250.076,Email Promo,No,Milwaukee,Cash,New Customer,Karen Lewis,No
2023-05-31 03:19:54,976866151,97818307,1375.65,Referral,No,Columbus,Credit Card,New Customer,Charles Anderson,No
2021-04-24 13:32:25,9383725,510,65.63,Email Promo,Yes,Boston,Cash,New Customer,Mary Johnson,Yes
2023-06-01 06:44:22,51765118,1299,1993.25,Referral,Yes,Baltimore,Cash,New Customer,James Brown,No
2023-08-14 07:40:29,606804201,2870073,1116.84,Referral,No,Chicago,Cash,Loyal Customer,Ashley Perez,No
2021-07-09 10:07:44,153,35,1672.929,Holiday Campaign,Yes,Indianapolis,PayPal,New Customer,Donna Brooks,No
2023-11-05 21:03:52,431680,180499,875.22,Holiday Campaign,No,San Diego,Credit Card,Regular Customer,Michael Wilson,No
2021-07-03 13:21:28,949,932,393.7,Email Promo,No,Jacksonville,PayPal,Regular Customer,David Hall,No
2022-09-05 08:07:36,9187874,64152,289.82,Email Promo,No,San Antonio,PayPal,New Customer,Joseph Martin,No
2022-10-27 11:52:11,84494050,75047,1370.9070000000002,Summer Sale,Yes,New York,PayPal,Loyal Customer,Betty Martinez,No
2020-04-09 10:01:41,3178,54823,758.385,Email Promo,No,Phoenix,Cash,New Customer,Kenneth Nelson,No
2020-09-27 07:20:40,77057,93292,1427.79,Summer Sale,Yes,Detroit,PayPal,New Customer,Patricia Miller,No
2020-12-24 14:59:29,289,96,1273.56,Summer Sale,Yes,Las Vegas,Cash,Regular Customer,James Brown,No
2020-04-02 14:07:17,43133,54,1179.306,Email Promo,No,Jacksonville,Credit Card,Loyal Customer,Mary Johnson,No
2021-10-07 14:11:27,7984065,345139,37.47,Summer Sale,No,Phoenix,Cash,High-Value Customer,Patricia Miller,Yes
2020-03-23 00:38:31,942274,92573712,1485.91,Holiday Campaign,Yes,Chicago,Cash,Regular Customer,Brian Mitchell,No
2022-02-26 05:37:24,68123,290,1477.86,Holiday Campaign,Yes,San Antonio,Cash,High-Value Customer,Daniel Scott,No
2020-08-24 22:41:28,776,354640,636.67,Referral,No,Seattle,Cash,High-Value Customer,Karen Lewis,No
2022-10-09 05:22:59,36195,8757232,1475.88,Referral,Yes,San Jose,Credit Card,High-Value Customer,Jennifer Jones,No
2020-04-17 11:06:00,554,32678,473.87,Referral,No,Oklahoma City,PayPal,Regular Customer,Robert Lee,No
2023-02-22 20:56:20,199823464,4559,1831.728,Referral,No,Washington,PayPal,High-Value Customer,Patricia Miller,No
2022-06-17 00:45:12,579549,776411,1119.4,Referral,No,Fort Worth,Credit Card,High-Value Customer,Daniel Scott,No
2020-08-19 09:28:33,539200581,653127,693.63,Holiday Campaign,Yes,Detroit,Cash,Loyal Customer,Patricia Miller,No
2021-06-11 18:57:21,114294233,72244,1584.73,Email Promo,Yes,Seattle,Cash,Regular Customer,Daniel Scott,No
2021-08-07 07:54:35,21194,36179,1896.82,Holiday Campaign,No,San Diego,Credit Card,Loyal Customer,Jessica Jackson,No
2020-05-20 18:48:18,8832,9172030,898.803,Holiday Campaign,Yes,San Antonio,Credit Card,Loyal Customer,Jennifer Jones,No
2021-05-28 13:55:36,20599788,523908340,1648.37,Summer Sale,No,Boston,Cash,Loyal Customer,Nancy Moore,No
2022-06-15 06:10:26,33298,88540833,883.9,Summer Sale,No,Los Angeles,Credit Card,New Customer,Patricia Miller,No
2022-06-10 23:54:45,42399,42604,1270.61,Referral,No,Los Angeles,PayPal,Loyal Customer,David Hall,No
2021-08-26 10:23:04,44,66173,967.91,Email Promo,No,Houston,Credit Card,Regular Customer,Edward Torres,No
2023-01-06 21:01:57,841590131,805,1071.624,Holiday Campaign,Yes,San Diego,Credit Card,High-Value Customer,Daniel Scott,No
2022-01-13 04:47:53,7001,6856,785.34,Summer Sale,Yes,Milwaukee,PayPal,Loyal Customer,Nancy Moore,No
2020-10-22 06:39:50,528,7782,1452.249,Referral,Yes,Portland,Credit Card,High-Value Customer,Carol Hall,No
2021-01-06 21:08:36,980688597,63119,1202.1,Email Promo,No,New York,Credit Card,High-Value Customer,Linda Clark,No
2023-02-20 02:14:43,32,48,166.356,Holiday Campaign,No,San Francisco,Cash,High-Value Customer,Daniel Scott,No
2022-03-08 23:39:20,693637,354,169.59,Summer Sale,No,Oklahoma City,Cash,Loyal Customer,Linda Clark,No
2023-07-07 13:37:48,296003164,5793,712.05,Referral,Yes,Jacksonville,Credit Card,High-Value Customer,David Hall,No
2023-12-22 13:44:11,946,67,2189.8199999999997,Email Promo,No,Chicago,Credit Card,Loyal Customer,Brian Mitchell,No
2022-11-27 18:43:03,541641364,62547,1905.768,Holiday Campaign,Yes,New York,Credit Card,New Customer,Brian Mitchell,No
2020-08-13 20:53:15,45428,3070980,1638.64,Email Promo,Yes,Jacksonville,Credit Card,Regular Customer,Joseph Martin,No
2021-03-05 11:40:32,781669133,87791,797.95,Email Promo,Yes,Las Vegas,PayPal,New Customer,Margaret Young,No
2020-09-20 10:22:13,710639,1112218,573.36,Holiday Campaign,Yes,Dallas,PayPal,Regular Customer,Margaret Young,No
2023-02-22 20:51:49,7643982,9895249,914.2416,Referral,Yes,Detroit,PayPal,New Customer,Lisa Garcia,No
2021-04-04 21:13:21,8697884,68,709.57,Email Promo,No,Seattle,Cash,Regular Customer,Edward Torres,No
2022-09-23 20:43:58,55695758,2072198,159.91,Referral,No,Phoenix,Credit Card,Loyal Customer,Brian Mitchell,No
2022-08-02 22:06:48,473690,682071,1126.62,Holiday Campaign,No,Chicago,Credit Card,Regular Customer,Thomas Turner,No
2023-12-16 13:46:48,2155087,767612,1927.0319999999997,Email Promo,No,Austin,Credit Card,Loyal Customer,Susan Harris,No
2022-09-30 14:45:45,511,49574760,1396.14,Holiday Campaign,Yes,Louisville,PayPal,Regular Customer,Robert Lee,No
2022-09-14 02:23:54,7709306,1549334,1195.84,Referral,Yes,Columbus,PayPal,Regular Customer,Michael Wilson,No
2023-05-20 19:32:14,755853,95882232,963.08,Holiday Campaign,Yes,Memphis,Cash,Loyal Customer,David Hall,No
2020-05-31 07:04:52,913,7182,1632.7350000000001,Referral,Yes,Portland,Credit Card,Loyal Customer,Joseph Martin,No
2020-02-14 04:43:51,211868466,648115,1630.5,Holiday Campaign,No,Baltimore,Credit Card,Loyal Customer,Mary Johnson,No
2020-04-02 03:32:07,3521604,28757857,566.9,Summer Sale,No,Dallas,Credit Card,Loyal Customer,Richard White,No
2023-05-07 02:47:27,582058507,94614075,264.03,Holiday Campaign,No,Indianapolis,PayPal,Regular Customer,Sandra Adams,No
2022-08-08 05:42:39,365666757,43171,1491.65,Referral,Yes,Philadelphia,Credit Card,High-Value Customer,Kenneth Nelson,No
2023-01-28 07:16:27,3929538,10494,857.2919999999999,Email Promo,No,Memphis,Credit Card,Loyal Customer,Lisa Garcia,No
2020-01-26 07:38:46,8148,950062803,272.538,Summer Sale,No,Las Vegas,Credit Card,Regular Customer,John Smith,No
2021-01-21 23:36:01,5587,534005,1299.888,Referral,Yes,San Diego,Cash,New Customer,Jennifer Jones,No
2020-11-30 06:54:07,696732,323057387,2395.728,Referral,No,Seattle,PayPal,New Customer,Daniel Scott,No
2023-06-09 04:38:26,66530293,63867,1798.83,Summer Sale,No,Washington,Credit Card,Loyal Customer,Paul Rodriguez,No
2022-06-17 10:12:35,910,66,1821.79,Email Promo,No,Philadelphia,PayPal,Loyal Customer,Joseph Martin,No
2022-05-16 21:10:36,8263,2776986,1826.34,Email Promo,No,Indianapolis,PayPal,Regular Customer,Daniel Scott,No
2023-05-20 06:53:52,9265563,962591,337.28,Holiday Campaign,Yes,Louisville,Credit Card,Loyal Customer,Betty Martinez,No
2021-05-29 00:29:58,966505,300206,270.92,Email Promo,Yes,Detroit,Cash,High-Value Customer,Margaret Young,No
2020-09-05 04:19:27,692257,81285319,377.87,Referral,No,Columbus,Credit Card,Regular Customer,Robert Lee,No
2020-09-18 12:02:41,17932694,6708481,175.17,Summer Sale,Yes,San Francisco,Cash,High-Value Customer,Steven Wright,No
2023-11-21 05:53:14,89979,930847519,411.70799999999997,Holiday Campaign,No,Nashville,PayPal,Loyal Customer,Betty Martinez,No
2020-10-07 18:32:14,92600150,599077750,965.8,Email Promo,No,Charlotte,Credit Card,New Customer,Richard White,No
2023-03-14 03:14:30,374,63262,649.02,Holiday Campaign,No,San Antonio,Cash,High-Value Customer,Susan Harris,No
2023-08-01 22:50:20,178,8778480,1383.44,Summer Sale,No,San Diego,Cash,Regular Customer,Michael Wilson,No
